match_url,home_prob_softmax
https://www.premierleague.com/match/59024,0.5051223207882813
https://www.premierleague.com/match/59079,0.5025212286311056
https://www.premierleague.com/match/59073,0.4995362501329812
https://www.premierleague.com/match/58928,0.4970525341424075
https://www.premierleague.com/match/58983,0.4943264935156938
https://www.premierleague.com/match/59055,0.4988050022753146
https://www.premierleague.com/match/59084,0.5007587494175824
https://www.premierleague.com/match/58966,0.5018237419121641
https://www.premierleague.com/match/59034,0.5004662498648565
https://www.premierleague.com/match/59046,0.4898613898923394
https://www.premierleague.com/match/58968,0.5048198506986591
https://www.premierleague.com/match/58898,0.4900263231476664
https://www.premierleague.com/match/58916,0.4948051869289815
https://www.premierleague.com/match/58927,0.5021124874302746
https://www.premierleague.com/match/58915,0.4950714096365109
https://www.premierleague.com/match/59009,0.4933441431848961
https://www.premierleague.com/match/59004,0.4941652648729813
https://www.premierleague.com/match/59028,0.4968425419722147
https://www.premierleague.com/match/58899,0.5152128031381595
https://www.premierleague.com/match/58922,0.5017987422402289
https://www.premierleague.com/match/58981,0.5099836728693751
https://www.premierleague.com/match/58976,0.5019149906364071
https://www.premierleague.com/match/58906,0.5003012499635481
https://www.premierleague.com/match/58971,0.4989475015545485
https://www.premierleague.com/match/59080,0.5052998015062544
https://www.premierleague.com/match/59045,0.496505056920904
https://www.premierleague.com/match/59049,0.5010449984784479
https://www.premierleague.com/match/59011,0.5038511738388375
https://www.premierleague.com/match/59066,0.5043211424144515
https://www.premierleague.com/match/58959,0.49164077894897
https://www.premierleague.com/match/58924,0.4974425223039159
https://www.premierleague.com/match/58900,0.5047536067706406
https://www.premierleague.com/match/59083,0.4953013883153601
https://www.premierleague.com/match/59038,0.5035674394628685
https://www.premierleague.com/match/58913,0.495255142439927
https://www.premierleague.com/match/59052,0.4866169473562966
https://www.premierleague.com/match/58903,0.5080005670832358
https://www.premierleague.com/match/58904,0.494042781907239
https://www.premierleague.com/match/59064,0.5087978418703005
https://www.premierleague.com/match/59085,0.5115342033657075
https://www.premierleague.com/match/58975,0.5037024323271585
https://www.premierleague.com/match/58967,0.4982437572226338
