,match_url,home_formation,home_team,home_goals,away_goals,away_team,away_formation,home_xi_numbers,home_xi_names,away_xi_numbers,away_xi_names,home_sequence,away_sequence,home_xi_sofifa_ids,away_xi_sofifa_ids
0,https://www.premierleague.com/match/46816,4-4-2,AFC Bournemouth,0,3,Watford,4-2-3-1,"42,15,2,3,5,22,4,8,24,13,9","Mark Travers,Adam Smith,Simon Francis,Steve Cook,Nathan Aké,Harry Wilson,Dan Gosling,Jefferson Lerma,Ryan Fraser,Callum Wilson,Dominic Solanke","26,6,4,15,11,14,29,23,16,7,9","Ben Foster,Adrian Mariappa,Craig Dawson,Craig Cathcart,Adam Masina,Nathaniel Chalobah,Etienne Capoue,Ismaila Sarr,Abdoulaye Doucouré,Gerard Deulofeu,Troy Deeney","C,R,CR,CL,L,R,CR,CL,L,CR,CL","C,R,CR,CL,L,CR,CL,RL,C,LR,C","232284.0,190885.0,135883.0,193011.0,208920.0,220710.0,184749.0,213991.0,207807.0,196978.0,225539.0","163155.0,172953.0,194806.0,180706.0,225410.0,205897.0,178213.0,235353.0,208135.0,202477.0,183125.0"
1,https://www.premierleague.com/match/46669,4-2-3-1,Everton,1,3,Manchester City,4-3-3,"1,23,5,13,12,18,8,11,10,7,9","Jordan Pickford,Séamus Coleman,Michael Keane,Yerry Mina,Lucas Digne,Morgan Schneiderlin,Fabian Delph,Theo Walcott,Gylfi Sigurdsson,Richarlison,Dominic Calvert-Lewin","31,2,30,25,11,17,16,8,26,9,7","Ederson,Kyle Walker,Nicolás Otamendi,Fernandinho,Oleksandr Zinchenko,Kevin De Bruyne,Rodri,Ilkay Gündogan,Riyad Mahrez,Gabriel Jesus,Raheem Sterling","C,R,CR,CL,L,CR,CL,RL,C,LR,C","C,R,CR,CL,L,RL,C,LR,RL,C,LR","204935.0,180216.0,207599.0,220523.0,200458.0,177358.0,183427.0,164859.0,184484.0,231943.0,221479.0","210257.0,188377.0,192366.0,135507.0,227813.0,192985.0,231866.0,186942.0,204485.0,230666.0,202652.0"
2,https://www.premierleague.com/match/46735,4-4-2,Burnley,0,2,Crystal Palace,4-5-1,"1,26,5,6,3,12,13,4,11,9,10","Nick Pope,Phil Bardsley,James Tarkowski,Ben Mee,Charlie Taylor,Robbie Brady,Jeff Hendrick,Jack Cork,Dwight McNeil,Chris Wood,Ashley Barnes","31,34,5,6,3,8,4,18,10,11,9","Vicente Guaita,Martin Kelly,James Tomkins,Scott Dann,Patrick van Aanholt,Cheikhou Kouyaté,Luka Milivojevic,James McArthur,Andros Townsend,Wilfried Zaha,Jordan Ayew","C,R,CR,CL,L,R,CR,CL,L,CR,CL","C,R,CR,CL,L,R,CR,C,CL,L,C","203841.0,163261.0,202695.0,189682.0,204760.0,201884.0,200478.0,169706.0,243282.0,192123.0,186905.0","189690.0,184037.0,173546.0,157665.0,186190.0,186801.0,206304.0,171972.0,194932.0,198717.0,197756.0"
3,https://www.premierleague.com/match/46951,3-5-2,Sheffield United,3,0,Chelsea,4-3-3,"1,6,12,5,2,32,16,23,3,9,17","Dean Henderson,Chris Basham,John Egan,Jack O'Connell,George Baldock,Sander Berge,Oliver Norwood,Ben Osborn,Enda Stevens,Oliver McBurnie,David McGoldrick","1,24,4,15,28,8,5,19,10,9,22","Kepa Arrizabalaga,Reece James,Andreas Christensen,Kurt Zouma,César Azpilicueta,Ross Barkley,Jorginho,Mason Mount,Willian,Tammy Abraham,Christian Pulisic","C,RL,C,LR,R,CR,C,CL,L,CR,CL","C,R,CR,CL,L,RL,C,LR,RL,C,LR","233306.0,184274.0,204936.0,212300.0,200855.0,228092.0,186143.0,210985.0,192546.0,220031.0,180818.0","206585.0,238074.0,213661.0,204311.0,184432.0,199189.0,205498.0,233064.0,180403.0,231352.0,227796.0"
4,https://www.premierleague.com/match/46724,3-4-3,Wolverhampton Wanderers,2,1,Aston Villa,4-3-3,"11,32,16,27,2,8,28,19,37,9,18","Rui Patrício,Leander Dendoncker,Conor Coady,Romain Saïss,Matt Doherty,Rúben Neves,João Moutinho,Jonny,Adama Traoré,Raúl Jiménez,Diogo Jota","12,24,15,40,18,7,11,6,21,9,17","Jed Steer,Frédéric Guilbert,Ezri Konsa,Tyrone Mings,Matt Targett,John McGinn,Marvelous Nakamba,Douglas Luiz,Anwar El Ghazi,Wesley,Trézéguet","C,RL,C,LR,R,CR,CL,L,RL,C,LR","C,R,CR,CL,L,RL,C,LR,RL,C,LR","178005.0,212501.0,202048.0,208295.0,201417.0,224293.0,162347.0,210455.0,213956.0,204838.0,224458.0","192317.0,227222.0,227678.0,212419.0,218659.0,210881.0,222994.0,236499.0,216433.0,232381.0,226078.0"
5,https://www.premierleague.com/match/46703,5-3-2,Watford,0,0,AFC Bournemouth,4-4-2,"26,2,27,4,15,11,8,14,16,7,37","Ben Foster,Daryl Janmaat,Christian Kabasele,Craig Dawson,Craig Cathcart,Adam Masina,Tom Cleverley,Nathaniel Chalobah,Abdoulaye Doucouré,Gerard Deulofeu,Roberto Pereyra","12,15,3,5,21,24,8,29,14,13,7","Aaron Ramsdale,Adam Smith,Steve Cook,Nathan Aké,Diego Rico,Ryan Fraser,Jefferson Lerma,Philip Billing,Arnaut Danjuma,Callum Wilson,Joshua King","C,R,CR,C,CL,L,RL,C,LR,CR,CL","C,R,CR,CL,L,R,CR,CL,L,CR,CL","163155.0,188155.0,190324.0,194806.0,180706.0,225410.0,189725.0,205897.0,208135.0,202477.0,193061.0","233934.0,190885.0,193011.0,208920.0,220414.0,207807.0,213991.0,220714.0,236276.0,196978.0,185422.0"
6,https://www.premierleague.com/match/46624,3-5-2,Wolverhampton Wanderers,1,1,Manchester United,4-2-3-1,"11,5,16,15,2,32,8,28,19,9,18","Rui Patrício,Ryan Bennett,Conor Coady,Willy Boly,Matt Doherty,Leander Dendoncker,Rúben Neves,João Moutinho,Jonny,Raúl Jiménez,Diogo Jota","1,29,2,5,23,6,39,21,14,10,9","David de Gea,Aaron Wan-Bissaka,Victor Lindelöf,Harry Maguire,Luke Shaw,Paul Pogba,Scott McTominay,Daniel James,Jesse Lingard,Marcus Rashford,Anthony Martial","C,RL,C,LR,R,CR,C,CL,L,CR,CL","C,R,CR,CL,L,CR,CL,RL,C,LR,C","178005.0,183774.0,202048.0,202750.0,201417.0,212501.0,224293.0,162347.0,210455.0,204838.0,224458.0","193080.0,229880.0,221660.0,203263.0,205988.0,195864.0,237238.0,232104.0,207494.0,231677.0,211300.0"
7,https://www.premierleague.com/match/46803,4-2-3-1,Watford,3,0,Aston Villa,4-2-3-1,"26,6,27,15,21,29,19,23,16,7,9","Ben Foster,Adrian Mariappa,Christian Kabasele,Craig Cathcart,Kiko Femenía,Etienne Capoue,Will Hughes,Ismaila Sarr,Abdoulaye Doucouré,Gerard Deulofeu,Troy Deeney","1,27,15,30,18,6,14,23,8,10,9","Tom Heaton,Ahmed El Mohamady,Ezri Konsa,Kortney Hause,Matt Targett,Douglas Luiz,Conor Hourihane,Jota,Henri Lansbury,Jack Grealish,Wesley","C,R,CR,CL,L,CR,CL,RL,C,LR,C","C,R,CR,CL,L,CR,CL,RL,C,LR,C","163155.0,172953.0,190324.0,180706.0,189860.0,178213.0,206516.0,235353.0,208135.0,202477.0,183125.0","163264.0,191005.0,227678.0,210635.0,218659.0,236499.0,193849.0,202541.0,186116.0,206517.0,232381.0"
8,https://www.premierleague.com/match/46891,3-4-1-2,Manchester United,2,0,Manchester City,4-3-3,"1,2,5,23,29,17,31,53,18,21,9","David de Gea,Victor Lindelöf,Harry Maguire,Luke Shaw,Aaron Wan-Bissaka,Fred,Nemanja Matic,Brandon Williams,Bruno Fernandes,Daniel James,Anthony Martial","31,27,25,30,11,20,16,8,47,10,7","Ederson,João Cancelo,Fernandinho,Nicolás Otamendi,Oleksandr Zinchenko,Bernardo Silva,Rodri,Ilkay Gündogan,Phil Foden,Sergio Agüero,Raheem Sterling","C,RL,C,LR,R,CR,CL,L,C,CR,CL","C,R,CR,CL,L,RL,C,LR,RL,C,LR","193080.0,221660.0,203263.0,205988.0,229880.0,209297.0,191202.0,243414.0,212198.0,232104.0,211300.0","210257.0,210514.0,135507.0,192366.0,227813.0,218667.0,231866.0,186942.0,237692.0,153079.0,202652.0"
9,https://www.premierleague.com/match/46688,4-5-1,Crystal Palace,0,2,Manchester City,4-3-3,"13,2,5,24,3,8,4,18,11,15,9","Wayne Hennessey,Joel Ward,James Tomkins,Gary Cahill,Patrick van Aanholt,Cheikhou Kouyaté,Luka Milivojevic,James McArthur,Wilfried Zaha,Jeffrey Schlupp,Jordan Ayew","31,27,25,16,22,17,8,21,20,9,7","Ederson,João Cancelo,Fernandinho,Rodri,Benjamin Mendy,Kevin De Bruyne,Ilkay Gündogan,David Silva,Bernardo Silva,Gabriel Jesus,Raheem Sterling","C,R,CR,CL,L,R,CR,C,CL,L,C","C,R,CR,CL,L,RL,C,LR,RL,C,LR","170084.0,186392.0,173546.0,164468.0,186190.0,186801.0,206304.0,171972.0,198717.0,200759.0,197756.0","210257.0,210514.0,135507.0,231866.0,204884.0,192985.0,186942.0,168542.0,218667.0,230666.0,202652.0"
