match_url,result,B365H,B365A,B365D
https://www.premierleague.com/match/14313,0,1.25,13.0,6.75
https://www.premierleague.com/match/14308,1,2.2,3.8,3.3
https://www.premierleague.com/match/14114,2,2.2,3.5,3.5
https://www.premierleague.com/match/14246,1,7.0,1.5,4.75
https://www.premierleague.com/match/14301,0,2.15,3.6,3.6
https://www.premierleague.com/match/14070,0,1.57,6.5,4.2
https://www.premierleague.com/match/14065,0,1.25,11.0,6.0
https://www.premierleague.com/match/14346,0,2.5,3.2,3.2
https://www.premierleague.com/match/14232,0,2.2,3.6,3.4
https://www.premierleague.com/match/14049,2,1.8,5.0,3.75
https://www.premierleague.com/match/14355,1,4.0,1.95,3.75
https://www.premierleague.com/match/14163,2,3.1,2.6,3.2
https://www.premierleague.com/match/14041,1,4.75,1.85,3.6
https://www.premierleague.com/match/14293,2,2.15,3.9,3.3
https://www.premierleague.com/match/14378,0,2.2,3.6,3.4
https://www.premierleague.com/match/14387,0,1.85,4.0,3.75
https://www.premierleague.com/match/14143,0,1.53,7.0,4.33
https://www.premierleague.com/match/14270,0,1.95,4.2,3.6
https://www.premierleague.com/match/14205,2,2.6,2.9,3.4
https://www.premierleague.com/match/14080,1,2.25,3.4,3.5
https://www.premierleague.com/match/14226,0,1.25,16.0,6.0
https://www.premierleague.com/match/14249,0,2.38,3.2,3.4
https://www.premierleague.com/match/14227,1,1.75,5.5,3.7
https://www.premierleague.com/match/14327,0,1.73,5.5,3.8
https://www.premierleague.com/match/14341,0,2.5,3.3,3.1
https://www.premierleague.com/match/14066,2,1.57,6.5,3.6
https://www.premierleague.com/match/14250,0,1.2,17.0,7.5
https://www.premierleague.com/match/14044,1,2.0,4.5,3.3
https://www.premierleague.com/match/14281,1,7.5,1.44,5.0
https://www.premierleague.com/match/14051,0,1.25,14.0,6.5
https://www.premierleague.com/match/14335,0,1.73,5.25,3.9
https://www.premierleague.com/match/14187,0,1.7,6.0,3.7
https://www.premierleague.com/match/14306,0,1.67,5.25,4.2
https://www.premierleague.com/match/14137,2,1.62,6.0,4.2
https://www.premierleague.com/match/14156,0,2.15,3.8,3.4
https://www.premierleague.com/match/14098,1,9.0,1.36,5.5
https://www.premierleague.com/match/14324,1,6.0,1.7,3.7
https://www.premierleague.com/match/14093,0,1.22,15.0,7.0
https://www.premierleague.com/match/14370,0,1.09,29.0,13.0
https://www.premierleague.com/match/14243,1,6.0,1.62,4.1
https://www.premierleague.com/match/14391,2,2.25,3.3,3.6
https://www.premierleague.com/match/14113,1,2.15,3.6,3.5
https://www.premierleague.com/match/14109,2,2.25,3.5,3.4
https://www.premierleague.com/match/14050,2,2.88,2.5,3.6
https://www.premierleague.com/match/14311,0,2.6,2.8,3.5
https://www.premierleague.com/match/14184,0,5.25,1.7,4.0
https://www.premierleague.com/match/14297,0,1.44,7.5,5.0
https://www.premierleague.com/match/14110,0,1.29,11.0,6.5
https://www.premierleague.com/match/14257,0,1.83,5.25,3.5
https://www.premierleague.com/match/14389,1,2.4,2.75,3.5
https://www.premierleague.com/match/14388,1,5.75,1.5,4.5
https://www.premierleague.com/match/14342,0,2.05,4.2,3.3
https://www.premierleague.com/match/14149,2,2.0,4.0,3.6
https://www.premierleague.com/match/14162,0,1.75,5.25,3.8
https://www.premierleague.com/match/14393,0,1.17,19.0,9.0
https://www.premierleague.com/match/14146,0,1.29,12.0,6.0
https://www.premierleague.com/match/14312,0,6.5,1.57,4.2
https://www.premierleague.com/match/14390,0,1.91,4.33,3.7
https://www.premierleague.com/match/14383,2,13.0,1.25,5.25
https://www.premierleague.com/match/14230,2,4.33,1.85,3.4
https://www.premierleague.com/match/14225,0,2.35,3.1,3.6
https://www.premierleague.com/match/14366,2,3.3,2.2,3.25
https://www.premierleague.com/match/14298,2,2.63,2.9,3.3
https://www.premierleague.com/match/14401,0,2.1,3.75,3.6
https://www.premierleague.com/match/14353,0,1.2,17.0,7.5
https://www.premierleague.com/match/14340,0,1.4,8.0,5.25
https://www.premierleague.com/match/14095,1,3.75,2.1,3.5
https://www.premierleague.com/match/14220,0,1.29,9.5,5.5
https://www.premierleague.com/match/14360,2,1.73,4.75,3.6
https://www.premierleague.com/match/14317,2,1.25,15.0,6.5
https://www.premierleague.com/match/14206,0,2.63,2.9,3.3
https://www.premierleague.com/match/14086,0,1.7,5.75,3.8
https://www.premierleague.com/match/14154,2,3.4,2.2,3.6
https://www.premierleague.com/match/14069,2,2.6,2.9,3.1
https://www.premierleague.com/match/14272,0,1.7,5.25,4.0
https://www.premierleague.com/match/14199,0,1.22,15.0,7.0
https://www.premierleague.com/match/14303,0,1.95,4.5,3.4
https://www.premierleague.com/match/14348,2,1.36,9.5,5.25
https://www.premierleague.com/match/14096,2,2.38,3.3,3.3
https://www.premierleague.com/match/14275,0,1.22,15.0,7.0
https://www.premierleague.com/match/14285,2,3.9,2.15,3.3
https://www.premierleague.com/match/14117,0,1.4,9.5,4.8
https://www.premierleague.com/match/14121,2,4.2,1.95,3.6
https://www.premierleague.com/match/14379,2,3.3,2.25,3.6
https://www.premierleague.com/match/14097,1,2.88,2.7,3.25
https://www.premierleague.com/match/14339,0,1.85,4.75,3.6
https://www.premierleague.com/match/14414,2,2.0,4.0,3.6
https://www.premierleague.com/match/14212,0,1.36,8.5,5.0
https://www.premierleague.com/match/14321,0,1.91,4.75,3.5
https://www.premierleague.com/match/14054,1,2.55,3.1,3.2
https://www.premierleague.com/match/14176,0,3.4,2.3,3.4
https://www.premierleague.com/match/14244,2,2.15,3.75,3.4
https://www.premierleague.com/match/14040,1,2.4,3.1,3.5
https://www.premierleague.com/match/14404,1,4.0,2.0,3.6
https://www.premierleague.com/match/14276,1,1.85,4.5,3.75
https://www.premierleague.com/match/14186,0,2.2,3.6,3.4
https://www.premierleague.com/match/14144,0,5.75,1.7,3.8
https://www.premierleague.com/match/14207,0,1.22,15.0,7.0
https://www.premierleague.com/match/14263,2,1.2,17.0,7.5
https://www.premierleague.com/match/14392,2,2.25,3.6,3.3
https://www.premierleague.com/match/14239,1,6.0,1.65,4.0
https://www.premierleague.com/match/14410,0,1.45,7.5,5.0
https://www.premierleague.com/match/14331,1,5.75,1.7,3.8
https://www.premierleague.com/match/14177,0,1.36,9.0,5.5
https://www.premierleague.com/match/14362,0,2.55,2.8,3.2
https://www.premierleague.com/match/14139,1,8.0,1.44,4.75
https://www.premierleague.com/match/14057,1,5.5,1.73,3.8
https://www.premierleague.com/match/14261,1,2.05,3.9,3.5
https://www.premierleague.com/match/14371,0,1.85,4.5,3.75
https://www.premierleague.com/match/14164,2,1.91,4.5,3.6
https://www.premierleague.com/match/14215,0,1.3,10.0,5.5
https://www.premierleague.com/match/14140,2,1.95,4.2,3.6
https://www.premierleague.com/match/14123,0,2.15,3.8,3.4
https://www.premierleague.com/match/14071,0,2.05,4.33,3.25
https://www.premierleague.com/match/14395,0,1.57,6.5,4.2
https://www.premierleague.com/match/14284,0,1.25,14.0,6.5
https://www.premierleague.com/match/14367,0,1.25,10.0,6.0
https://www.premierleague.com/match/14291,0,2.1,4.2,3.2
https://www.premierleague.com/match/14408,1,10.0,1.36,5.25
https://www.premierleague.com/match/14300,0,1.85,4.75,3.6
https://www.premierleague.com/match/14073,0,1.7,5.5,4.0
https://www.premierleague.com/match/14104,2,1.33,10.0,5.75
https://www.premierleague.com/match/14083,1,6.0,1.6,4.2
https://www.premierleague.com/match/14172,2,3.6,2.15,3.5
https://www.premierleague.com/match/14189,0,3.1,2.45,3.4
https://www.premierleague.com/match/14413,1,7.0,1.5,4.75
https://www.premierleague.com/match/14253,1,3.25,2.38,3.4
https://www.premierleague.com/match/14292,0,1.4,8.5,5.25
https://www.premierleague.com/match/14345,1,5.0,1.73,4.0
https://www.premierleague.com/match/14175,0,1.62,6.5,4.0
https://www.premierleague.com/match/14085,0,1.29,12.0,6.0
https://www.premierleague.com/match/14160,0,1.4,9.0,5.0
https://www.premierleague.com/match/14061,2,2.3,3.3,3.2
https://www.premierleague.com/match/14376,1,1.5,7.0,4.75
https://www.premierleague.com/match/14289,2,2.25,3.6,3.3
https://www.premierleague.com/match/14148,1,5.0,1.73,4.0
https://www.premierleague.com/match/14129,0,1.67,5.75,4.0
https://www.premierleague.com/match/14128,2,2.38,3.3,3.3
https://www.premierleague.com/match/14075,1,2.3,3.6,3.2
https://www.premierleague.com/match/14223,2,4.33,1.95,3.5
https://www.premierleague.com/match/14235,0,1.8,4.5,3.5
https://www.premierleague.com/match/14047,0,1.25,15.0,6.5
https://www.premierleague.com/match/14102,1,7.5,1.5,4.5
https://www.premierleague.com/match/14319,2,2.75,2.8,3.3
https://www.premierleague.com/match/14134,1,3.2,2.4,3.4
https://www.premierleague.com/match/14247,0,1.33,11.0,5.5
https://www.premierleague.com/match/14210,0,1.33,8.5,5.5
https://www.premierleague.com/match/14173,1,2.15,3.6,3.6
https://www.premierleague.com/match/14380,1,1.75,4.75,3.5
https://www.premierleague.com/match/14196,0,4.2,1.91,3.75
https://www.premierleague.com/match/14106,1,8.0,1.45,4.75
https://www.premierleague.com/match/14381,1,3.5,2.0,3.6
https://www.premierleague.com/match/14179,1,4.75,1.75,4.2
https://www.premierleague.com/match/14336,2,1.36,11.0,5.0
https://www.premierleague.com/match/14058,1,3.0,2.6,3.25
https://www.premierleague.com/match/14288,0,2.4,3.25,3.3
https://www.premierleague.com/match/14283,0,2.3,3.4,3.4
https://www.premierleague.com/match/14407,0,1.73,5.25,3.9
https://www.premierleague.com/match/14332,1,1.3,12.0,5.75
https://www.premierleague.com/match/14202,1,4.2,1.95,3.6
https://www.premierleague.com/match/14191,1,5.25,1.7,4.0
https://www.premierleague.com/match/14409,1,5.25,1.7,4.0
https://www.premierleague.com/match/14322,0,1.53,7.0,4.33
https://www.premierleague.com/match/14337,2,1.65,6.0,4.0
https://www.premierleague.com/match/14142,0,3.3,2.38,3.3
https://www.premierleague.com/match/14264,2,2.7,3.0,3.1
https://www.premierleague.com/match/14333,0,2.45,3.1,3.4
https://www.premierleague.com/match/14373,0,1.45,8.5,4.6
https://www.premierleague.com/match/14089,0,2.8,2.8,3.2
https://www.premierleague.com/match/14209,0,1.62,6.0,4.1
https://www.premierleague.com/match/14273,0,8.0,1.45,4.75
https://www.premierleague.com/match/14045,2,3.2,2.4,3.4
https://www.premierleague.com/match/14400,0,1.91,4.2,3.75
https://www.premierleague.com/match/14159,0,1.95,4.5,3.4
https://www.premierleague.com/match/14195,0,1.67,5.75,4.0
https://www.premierleague.com/match/14101,2,1.73,5.0,4.0
https://www.premierleague.com/match/14167,0,2.2,3.6,3.4
https://www.premierleague.com/match/14248,2,2.5,3.2,3.2
https://www.premierleague.com/match/14194,0,2.05,4.0,3.5
https://www.premierleague.com/match/14133,0,2.5,3.2,3.2
https://www.premierleague.com/match/14119,2,5.5,1.73,3.8
https://www.premierleague.com/match/14334,0,2.05,4.0,3.5
https://www.premierleague.com/match/14120,2,1.25,15.0,6.5
https://www.premierleague.com/match/14280,0,1.29,13.0,6.0
https://www.premierleague.com/match/14068,1,5.0,1.73,3.75
https://www.premierleague.com/match/14079,1,1.91,4.5,3.6
https://www.premierleague.com/match/14255,2,2.15,3.6,3.5
https://www.premierleague.com/match/14053,1,5.5,1.73,3.8
https://www.premierleague.com/match/14168,0,2.63,2.88,3.4
https://www.premierleague.com/match/14417,1,1.8,4.75,3.8
https://www.premierleague.com/match/14323,2,2.0,3.8,3.75
https://www.premierleague.com/match/14197,0,1.29,11.0,6.5
https://www.premierleague.com/match/14060,0,1.25,15.0,5.5
https://www.premierleague.com/match/14290,0,1.25,15.0,6.5
https://www.premierleague.com/match/14369,1,4.0,1.8,3.8
https://www.premierleague.com/match/14153,1,7.0,1.57,4.0
https://www.premierleague.com/match/14405,1,4.75,1.75,4.1
https://www.premierleague.com/match/14055,1,1.8,5.25,3.6
https://www.premierleague.com/match/14116,1,2.25,3.6,3.3
https://www.premierleague.com/match/14269,2,2.88,2.63,3.4
https://www.premierleague.com/match/14147,2,1.22,15.0,7.0
https://www.premierleague.com/match/14274,1,5.75,1.65,4.0
https://www.premierleague.com/match/14262,0,2.9,2.7,3.25
https://www.premierleague.com/match/14236,2,11.0,1.33,5.5
https://www.premierleague.com/match/14278,0,2.15,3.9,3.3
https://www.premierleague.com/match/14099,1,2.8,2.75,3.3
https://www.premierleague.com/match/14145,1,1.8,5.25,3.6
https://www.premierleague.com/match/14411,1,2.45,3.0,3.5
https://www.premierleague.com/match/14112,0,1.57,6.0,4.5
https://www.premierleague.com/match/14130,1,5.25,1.7,4.0
https://www.premierleague.com/match/14136,1,9.0,1.4,5.0
https://www.premierleague.com/match/14299,0,2.1,4.0,3.4
https://www.premierleague.com/match/14358,1,3.0,2.55,3.3
https://www.premierleague.com/match/14124,1,3.1,2.5,3.3
https://www.premierleague.com/match/14402,0,1.5,7.5,4.5
https://www.premierleague.com/match/14368,0,2.4,2.9,3.3
https://www.premierleague.com/match/14351,0,4.5,1.83,3.9
https://www.premierleague.com/match/14419,1,11.0,1.3,6.0
https://www.premierleague.com/match/14294,0,5.5,1.65,4.2
https://www.premierleague.com/match/14316,0,2.55,3.0,3.3
https://www.premierleague.com/match/14268,2,2.65,2.9,3.25
https://www.premierleague.com/match/14218,1,2.63,2.8,3.2
https://www.premierleague.com/match/14245,1,3.1,2.5,3.3
https://www.premierleague.com/match/14201,1,6.5,1.57,4.2
https://www.premierleague.com/match/14397,0,1.29,11.0,6.5
https://www.premierleague.com/match/14242,0,3.3,2.3,3.5
https://www.premierleague.com/match/14181,0,3.5,2.2,3.5
https://www.premierleague.com/match/14126,0,1.29,13.0,6.0
https://www.premierleague.com/match/14090,0,2.4,3.1,3.5
https://www.premierleague.com/match/14254,1,1.22,15.0,7.0
https://www.premierleague.com/match/14042,1,2.4,3.25,3.3
https://www.premierleague.com/match/14415,0,1.14,23.0,9.0
https://www.premierleague.com/match/14241,0,4.5,1.8,4.0
https://www.premierleague.com/match/14374,0,1.91,4.33,3.7
https://www.premierleague.com/match/14081,0,2.0,4.2,3.5
https://www.premierleague.com/match/14077,1,3.8,2.1,3.5
https://www.premierleague.com/match/14171,0,3.5,2.3,3.3
https://www.premierleague.com/match/14048,2,2.38,3.4,3.2
https://www.premierleague.com/match/14384,2,1.6,5.75,3.75
https://www.premierleague.com/match/14309,1,6.0,1.62,4.1
https://www.premierleague.com/match/14067,2,2.38,3.0,3.4
https://www.premierleague.com/match/14182,0,1.25,15.0,6.25
https://www.premierleague.com/match/14169,1,2.4,3.3,3.3
https://www.premierleague.com/match/14357,0,1.25,15.0,6.5
https://www.premierleague.com/match/14135,0,2.05,3.8,3.6
https://www.premierleague.com/match/14170,0,5.0,1.75,4.0
https://www.premierleague.com/match/14088,0,6.0,1.62,4.2
https://www.premierleague.com/match/14282,2,9.0,1.4,5.0
https://www.premierleague.com/match/14180,0,1.35,9.5,5.5
https://www.premierleague.com/match/14082,0,1.67,6.0,3.8
https://www.premierleague.com/match/14158,0,2.8,2.75,3.3
https://www.premierleague.com/match/14203,0,2.15,3.5,3.6
https://www.premierleague.com/match/14260,1,1.22,15.0,7.0
https://www.premierleague.com/match/14229,1,5.5,1.62,3.75
https://www.premierleague.com/match/14151,2,1.6,6.0,4.33
https://www.premierleague.com/match/14192,1,6.0,1.6,4.33
https://www.premierleague.com/match/14344,2,1.57,6.5,4.2
https://www.premierleague.com/match/14251,2,1.83,4.75,3.75
https://www.premierleague.com/match/14198,2,3.1,2.5,3.3
https://www.premierleague.com/match/14074,1,2.38,3.4,3.25
https://www.premierleague.com/match/14326,2,2.55,3.0,3.3
https://www.premierleague.com/match/14279,0,2.3,3.5,3.25
https://www.premierleague.com/match/14211,0,2.9,2.6,3.1
https://www.premierleague.com/match/14161,1,9.0,1.33,6.0
https://www.premierleague.com/match/14314,1,5.5,1.65,4.2
https://www.premierleague.com/match/14416,0,2.5,3.1,3.3
https://www.premierleague.com/match/14398,0,2.8,2.63,3.5
https://www.premierleague.com/match/14064,0,1.73,5.25,3.6
https://www.premierleague.com/match/14111,0,1.85,5.0,3.5
https://www.premierleague.com/match/14394,1,1.44,8.0,4.75
https://www.premierleague.com/match/14072,2,2.45,3.4,3.1
https://www.premierleague.com/match/14266,0,3.4,2.3,3.4
https://www.premierleague.com/match/14330,2,3.1,2.3,3.75
https://www.premierleague.com/match/14361,0,1.4,8.0,4.5
https://www.premierleague.com/match/14237,0,2.63,2.63,3.25
https://www.premierleague.com/match/14418,0,2.1,3.75,3.5
https://www.premierleague.com/match/14403,0,1.25,12.0,7.0
https://www.premierleague.com/match/14118,0,2.0,4.0,3.6
https://www.premierleague.com/match/14056,0,1.45,8.0,4.75
https://www.premierleague.com/match/14386,1,3.0,2.3,3.4
https://www.premierleague.com/match/14375,1,4.5,1.85,3.8
https://www.premierleague.com/match/14062,0,1.73,5.25,3.6
https://www.premierleague.com/match/14214,1,2.5,2.9,3.3
https://www.premierleague.com/match/14157,0,1.5,7.5,4.5
https://www.premierleague.com/match/14084,0,1.5,8.0,4.33
https://www.premierleague.com/match/14277,0,1.29,13.0,6.0
https://www.premierleague.com/match/14286,0,2.15,3.9,3.3
https://www.premierleague.com/match/14315,0,1.67,6.0,3.8
https://www.premierleague.com/match/14122,0,6.0,1.67,3.8
https://www.premierleague.com/match/14233,0,1.17,19.0,8.5
https://www.premierleague.com/match/14305,0,2.0,4.2,3.5
https://www.premierleague.com/match/14213,1,10.0,1.3,5.5
https://www.premierleague.com/match/14256,1,2.5,3.25,3.2
https://www.premierleague.com/match/14107,0,3.0,2.5,3.5
https://www.premierleague.com/match/14216,0,1.22,13.0,6.5
https://www.premierleague.com/match/14296,1,3.6,2.05,3.8
https://www.premierleague.com/match/14219,2,2.5,2.9,3.3
https://www.premierleague.com/match/14127,2,1.5,7.5,4.5
https://www.premierleague.com/match/14188,0,2.15,3.6,3.5
https://www.premierleague.com/match/14234,2,2.75,2.88,3.2
https://www.premierleague.com/match/14385,2,2.0,3.6,3.5
https://www.premierleague.com/match/14091,0,3.6,2.15,3.5
https://www.premierleague.com/match/14103,2,2.25,3.5,3.4
https://www.premierleague.com/match/14259,0,1.7,5.75,3.8
https://www.premierleague.com/match/14094,0,1.73,5.25,3.9
https://www.premierleague.com/match/14221,0,2.4,3.3,3.25
https://www.premierleague.com/match/14125,0,2.05,3.9,3.5
https://www.premierleague.com/match/14325,1,6.5,1.62,4.0
https://www.premierleague.com/match/14193,1,10.0,1.33,5.75
https://www.premierleague.com/match/14354,2,2.45,3.4,3.1
https://www.premierleague.com/match/14364,1,4.33,1.73,4.0
https://www.premierleague.com/match/14046,0,4.5,1.91,3.6
https://www.premierleague.com/match/14190,0,2.4,3.2,3.4
https://www.premierleague.com/match/14310,0,1.6,5.75,4.5
https://www.premierleague.com/match/14178,0,2.2,3.75,3.3
https://www.premierleague.com/match/14320,0,2.15,3.6,3.5
https://www.premierleague.com/match/14349,0,1.83,4.75,3.7
https://www.premierleague.com/match/14204,0,2.1,4.0,3.4
