match_url,result,B365H,B365A,B365D
https://www.premierleague.com/match/46763,2,2.37,3.1,3.3
https://www.premierleague.com/match/46870,0,1.16,15.0,8.0
https://www.premierleague.com/match/46877,1,2.05,3.9,3.25
https://www.premierleague.com/match/46695,2,1.45,6.5,4.75
https://www.premierleague.com/match/46719,0,1.6,6.5,3.75
https://www.premierleague.com/match/46738,0,1.18,15.0,7.0
https://www.premierleague.com/match/46966,1,2.4,2.8,3.6
https://www.premierleague.com/match/46773,1,1.9,3.8,3.8
https://www.premierleague.com/match/46970,1,3.2,2.25,3.4
https://www.premierleague.com/match/46629,1,1.33,9.0,5.25
https://www.premierleague.com/match/46632,1,1.2,14.0,6.5
https://www.premierleague.com/match/46930,2,2.6,2.75,3.3
https://www.premierleague.com/match/46946,0,5.25,1.66,3.8
https://www.premierleague.com/match/46622,0,2.55,2.9,3.1
https://www.premierleague.com/match/46855,0,1.4,8.0,4.75
https://www.premierleague.com/match/46631,1,3.3,2.25,3.3
https://www.premierleague.com/match/46633,1,2.05,3.5,3.5
https://www.premierleague.com/match/46912,1,2.6,2.62,3.5
https://www.premierleague.com/match/46902,2,3.0,2.37,3.4
https://www.premierleague.com/match/46645,2,2.62,2.6,3.5
https://www.premierleague.com/match/46639,0,2.2,3.5,3.25
https://www.premierleague.com/match/46841,1,5.75,1.61,3.8
https://www.premierleague.com/match/46700,2,3.0,2.55,3.1
https://www.premierleague.com/match/46648,0,1.14,17.0,8.5
https://www.premierleague.com/match/46766,0,1.95,4.0,3.4
https://www.premierleague.com/match/46805,0,2.55,2.62,3.6
https://www.premierleague.com/match/46698,0,1.5,6.5,4.33
https://www.premierleague.com/match/46840,1,7.0,1.4,5.0
https://www.premierleague.com/match/46778,2,2.3,2.87,3.8
https://www.premierleague.com/match/46807,1,1.75,4.33,3.8
https://www.premierleague.com/match/46959,2,2.0,3.75,3.5
https://www.premierleague.com/match/46746,1,11.0,1.22,7.0
https://www.premierleague.com/match/46689,0,1.95,3.75,3.75
https://www.premierleague.com/match/46837,2,1.55,6.0,4.1
https://www.premierleague.com/match/46716,0,1.33,10.0,5.0
https://www.premierleague.com/match/46756,1,7.0,1.4,5.25
https://www.premierleague.com/match/46620,2,1.36,8.0,5.25
https://www.premierleague.com/match/46937,2,5.25,1.66,3.8
https://www.premierleague.com/match/46948,2,1.22,12.0,6.5
https://www.premierleague.com/match/46794,0,8.5,1.36,5.0
https://www.premierleague.com/match/46623,1,6.5,1.44,4.75
https://www.premierleague.com/match/46703,2,2.15,3.25,3.6
https://www.premierleague.com/match/46737,0,1.61,5.25,4.0
https://www.premierleague.com/match/46838,0,1.53,6.0,4.33
https://www.premierleague.com/match/46916,1,4.6,1.75,3.7
https://www.premierleague.com/match/46651,1,2.45,3.0,3.2
https://www.premierleague.com/match/46707,0,3.25,2.15,3.6
https://www.premierleague.com/match/46967,2,1.9,4.33,3.4
https://www.premierleague.com/match/46679,1,1.12,21.0,9.0
https://www.premierleague.com/match/46859,0,1.61,6.0,3.8
https://www.premierleague.com/match/46797,1,4.33,1.8,3.75
https://www.premierleague.com/match/46665,2,2.3,3.1,3.4
https://www.premierleague.com/match/46846,2,3.6,2.0,3.6
https://www.premierleague.com/match/46663,1,2.05,3.5,3.6
https://www.premierleague.com/match/46740,2,13.0,1.16,8.0
https://www.premierleague.com/match/46723,2,1.57,6.0,4.0
https://www.premierleague.com/match/46896,1,2.45,3.0,3.2
https://www.premierleague.com/match/46862,0,1.66,5.75,3.6
https://www.premierleague.com/match/46769,2,1.22,13.0,6.5
https://www.premierleague.com/match/46941,0,1.12,21.0,9.0
https://www.premierleague.com/match/46965,0,3.3,2.1,3.6
https://www.premierleague.com/match/46701,1,4.33,1.75,4.0
https://www.premierleague.com/match/46865,0,2.0,3.7,3.6
https://www.premierleague.com/match/46658,2,2.62,2.87,3.1
https://www.premierleague.com/match/46975,0,1.9,3.8,3.8
https://www.premierleague.com/match/46759,1,1.3,10.0,5.5
https://www.premierleague.com/match/46751,0,1.28,10.0,5.75
https://www.premierleague.com/match/46898,2,6.0,1.55,4.2
https://www.premierleague.com/match/46733,1,2.3,3.1,3.4
https://www.premierleague.com/match/46608,2,3.0,2.37,3.25
https://www.premierleague.com/match/46963,2,2.15,3.5,3.3
https://www.premierleague.com/match/46748,0,2.75,2.55,3.4
https://www.premierleague.com/match/46690,0,1.57,6.0,4.0
https://www.premierleague.com/match/46806,2,3.6,1.95,3.6
https://www.premierleague.com/match/46640,0,1.7,4.75,4.0
https://www.premierleague.com/match/46691,2,5.25,1.65,3.8
https://www.premierleague.com/match/46821,0,1.33,8.5,5.25
https://www.premierleague.com/match/46969,2,1.22,11.0,6.5
https://www.premierleague.com/match/46811,2,2.5,2.75,3.4
https://www.premierleague.com/match/46843,1,2.7,2.7,3.25
https://www.premierleague.com/match/46783,0,4.33,1.75,4.0
https://www.premierleague.com/match/46960,0,2.05,3.9,3.25
https://www.premierleague.com/match/46682,1,4.0,1.85,3.8
https://www.premierleague.com/match/46666,2,2.5,2.75,3.5
https://www.premierleague.com/match/46929,0,1.16,17.0,7.5
https://www.premierleague.com/match/46635,2,2.37,2.8,3.6
https://www.premierleague.com/match/46810,1,5.0,1.66,3.8
https://www.premierleague.com/match/46926,0,1.4,8.0,4.75
https://www.premierleague.com/match/46760,0,2.5,2.9,3.2
https://www.premierleague.com/match/46638,0,2.15,3.5,3.3
https://www.premierleague.com/match/46646,0,2.9,2.4,3.5
https://www.premierleague.com/match/46670,0,1.5,7.5,4.0
https://www.premierleague.com/match/46861,1,11.0,1.25,6.25
https://www.premierleague.com/match/46940,2,2.05,3.6,3.5
https://www.premierleague.com/match/46974,0,1.5,7.5,4.0
https://www.premierleague.com/match/46637,2,1.36,9.0,4.75
https://www.premierleague.com/match/46750,0,1.75,4.75,3.7
https://www.premierleague.com/match/46804,1,4.0,1.83,3.9
https://www.premierleague.com/match/46625,0,3.25,2.15,3.5
https://www.premierleague.com/match/46771,2,1.8,4.5,3.7
https://www.premierleague.com/match/46615,0,1.3,10.0,5.5
https://www.premierleague.com/match/46904,1,3.6,2.1,3.4
https://www.premierleague.com/match/46827,0,4.33,1.83,3.75
https://www.premierleague.com/match/46864,2,2.5,2.87,3.3
https://www.premierleague.com/match/46731,0,1.44,6.5,5.0
https://www.premierleague.com/match/46933,0,2.1,3.4,3.5
https://www.premierleague.com/match/46815,1,13.0,1.16,8.5
https://www.premierleague.com/match/46770,0,1.16,17.0,7.5
https://www.premierleague.com/match/46878,2,2.5,2.9,3.25
https://www.premierleague.com/match/46764,1,3.3,2.0,4.0
https://www.premierleague.com/match/46678,0,1.44,7.0,4.75
https://www.premierleague.com/match/46609,2,2.2,3.4,3.2
https://www.premierleague.com/match/46830,0,6.0,1.5,4.5
https://www.premierleague.com/match/46790,1,3.4,2.05,3.75
https://www.premierleague.com/match/46823,1,4.5,1.66,4.33
https://www.premierleague.com/match/46982,1,7.5,1.36,5.25
https://www.premierleague.com/match/46673,0,1.4,8.0,4.75
https://www.premierleague.com/match/46917,1,2.4,3.2,3.1
https://www.premierleague.com/match/46851,2,2.2,3.3,3.4
https://www.premierleague.com/match/46619,0,1.72,4.75,3.8
https://www.premierleague.com/match/46724,0,1.9,4.2,3.5
https://www.premierleague.com/match/46681,1,2.37,2.8,3.6
https://www.premierleague.com/match/46621,0,2.25,3.3,3.3
https://www.premierleague.com/match/46772,0,1.85,4.2,3.75
https://www.premierleague.com/match/46858,1,1.85,4.5,3.5
https://www.premierleague.com/match/46606,2,1.95,3.6,3.6
https://www.premierleague.com/match/46634,2,1.85,4.5,3.4
https://www.premierleague.com/match/46945,0,2.25,3.3,3.3
https://www.premierleague.com/match/46920,0,2.5,2.9,3.3
https://www.premierleague.com/match/46780,0,2.37,3.25,3.1
https://www.premierleague.com/match/46867,0,1.72,4.5,4.0
https://www.premierleague.com/match/46812,0,3.3,2.1,3.5
https://www.premierleague.com/match/46955,0,3.8,1.9,3.8
https://www.premierleague.com/match/46768,2,2.55,2.87,3.25
https://www.premierleague.com/match/46781,1,3.75,1.9,3.8
https://www.premierleague.com/match/46792,2,1.83,4.33,3.6
https://www.premierleague.com/match/46765,1,6.0,1.44,5.25
https://www.premierleague.com/match/46626,1,15.0,1.16,7.5
https://www.premierleague.com/match/46793,0,1.53,6.0,4.33
https://www.premierleague.com/match/46655,0,1.4,8.0,4.75
https://www.premierleague.com/match/46883,0,8.0,1.4,4.75
https://www.premierleague.com/match/46610,0,1.3,10.0,5.25
https://www.premierleague.com/match/46885,0,1.57,5.5,4.4
https://www.premierleague.com/match/46814,0,1.9,3.8,3.75
https://www.premierleague.com/match/46791,0,1.33,9.0,5.25
https://www.premierleague.com/match/46743,0,1.36,7.5,5.5
https://www.premierleague.com/match/46853,1,2.75,2.62,3.3
https://www.premierleague.com/match/46800,1,3.6,2.05,3.4
https://www.premierleague.com/match/46879,0,1.36,7.5,5.25
https://www.premierleague.com/match/46900,0,3.3,2.37,3.1
https://www.premierleague.com/match/46697,1,4.5,1.72,4.0
https://www.premierleague.com/match/46844,0,1.4,7.5,5.0
https://www.premierleague.com/match/46713,1,5.0,1.61,4.33
https://www.premierleague.com/match/46782,1,2.37,2.75,3.75
https://www.premierleague.com/match/46854,2,2.6,2.75,3.3
https://www.premierleague.com/match/46654,1,2.9,2.5,3.3
https://www.premierleague.com/match/46850,2,2.25,3.4,3.25
https://www.premierleague.com/match/46873,0,1.61,5.0,4.33
https://www.premierleague.com/match/46852,0,5.5,1.53,4.6
https://www.premierleague.com/match/46962,1,4.6,1.75,3.8
https://www.premierleague.com/match/46889,0,1.36,8.0,5.25
https://www.premierleague.com/match/46803,0,1.95,3.6,3.8
https://www.premierleague.com/match/46676,0,3.9,1.9,3.6
https://www.premierleague.com/match/46836,0,2.87,2.45,3.4
https://www.premierleague.com/match/46628,0,1.5,6.0,4.6
https://www.premierleague.com/match/46788,0,2.3,3.1,3.4
https://www.premierleague.com/match/46918,1,6.0,1.61,3.8
https://www.premierleague.com/match/46656,0,2.0,3.5,3.8
https://www.premierleague.com/match/46787,1,1.33,9.0,5.25
https://www.premierleague.com/match/46860,0,1.12,17.0,9.5
https://www.premierleague.com/match/46979,1,2.25,3.0,3.7
https://www.premierleague.com/match/46741,2,4.0,1.75,4.33
https://www.premierleague.com/match/46694,2,1.8,4.5,3.6
https://www.premierleague.com/match/46984,2,3.0,2.3,3.6
https://www.premierleague.com/match/46614,1,4.5,1.72,3.75
https://www.premierleague.com/match/46983,0,2.15,3.3,3.5
https://www.premierleague.com/match/46863,1,1.75,4.75,3.8
https://www.premierleague.com/match/46923,1,2.5,2.87,3.3
https://www.premierleague.com/match/46901,1,2.8,2.45,3.5
https://www.premierleague.com/match/46938,1,6.0,1.53,4.33
https://www.premierleague.com/match/46662,2,2.5,3.0,3.2
https://www.premierleague.com/match/46671,2,2.37,2.9,3.5
https://www.premierleague.com/match/46816,1,2.6,2.7,3.3
https://www.premierleague.com/match/46718,0,2.5,2.62,3.6
https://www.premierleague.com/match/46661,0,1.1,21.0,11.0
https://www.premierleague.com/match/46894,2,1.61,5.75,3.9
https://www.premierleague.com/match/46688,1,12.0,1.22,7.0
https://www.premierleague.com/match/46957,0,1.12,17.0,9.5
https://www.premierleague.com/match/46934,1,2.25,3.25,3.4
https://www.premierleague.com/match/46657,1,3.5,2.0,3.75
https://www.premierleague.com/match/46706,1,9.0,1.33,5.0
https://www.premierleague.com/match/46903,2,3.6,2.05,3.5
https://www.premierleague.com/match/46813,0,3.0,2.3,3.4
https://www.premierleague.com/match/46825,2,1.83,4.33,3.6
https://www.premierleague.com/match/46949,2,1.3,10.0,5.5
https://www.premierleague.com/match/46712,0,2.25,3.4,3.2
https://www.premierleague.com/match/46831,0,2.2,3.25,3.5
https://www.premierleague.com/match/46818,2,4.1,1.8,3.9
https://www.premierleague.com/match/46798,0,1.25,12.0,5.75
https://www.premierleague.com/match/46921,0,2.05,3.3,3.9
https://www.premierleague.com/match/46924,0,5.5,1.57,4.33
https://www.premierleague.com/match/46735,1,2.25,3.3,3.25
https://www.premierleague.com/match/46652,0,1.36,8.0,5.25
https://www.premierleague.com/match/46709,1,3.5,2.1,3.4
https://www.premierleague.com/match/46891,0,5.0,1.6,4.33
https://www.premierleague.com/match/46954,0,2.05,3.8,3.3
https://www.premierleague.com/match/46835,0,2.8,2.45,3.5
https://www.premierleague.com/match/46630,1,4.33,1.8,3.75
https://www.premierleague.com/match/46976,1,2.37,3.0,3.4
https://www.premierleague.com/match/46845,0,2.1,3.3,3.6
https://www.premierleague.com/match/46675,0,1.44,7.0,4.75
https://www.premierleague.com/match/46749,1,1.83,4.6,3.4
https://www.premierleague.com/match/46667,0,1.4,8.0,4.75
https://www.premierleague.com/match/46754,0,1.72,4.2,4.0
https://www.premierleague.com/match/46659,1,1.61,6.0,3.75
https://www.premierleague.com/match/46909,0,1.4,8.5,4.5
https://www.premierleague.com/match/46721,1,2.7,2.55,3.5
https://www.premierleague.com/match/46981,0,1.08,26.0,11.0
https://www.premierleague.com/match/46847,1,3.1,2.5,3.1
https://www.premierleague.com/match/46915,0,1.44,7.0,4.75
https://www.premierleague.com/match/46809,0,1.25,10.0,6.5
https://www.premierleague.com/match/46714,1,1.75,4.5,3.8
https://www.premierleague.com/match/46913,0,1.66,5.0,4.0
https://www.premierleague.com/match/46943,0,1.7,5.0,3.75
https://www.premierleague.com/match/46613,0,2.1,3.5,3.3
https://www.premierleague.com/match/46914,0,1.55,6.0,4.0
https://www.premierleague.com/match/46747,0,1.33,8.0,5.5
https://www.premierleague.com/match/46684,1,1.95,3.8,3.6
https://www.premierleague.com/match/46817,0,1.28,11.0,5.5
https://www.premierleague.com/match/46732,2,3.5,2.1,3.4
https://www.premierleague.com/match/46612,1,12.0,1.22,6.5
https://www.premierleague.com/match/46785,0,2.1,3.3,3.75
https://www.premierleague.com/match/46799,0,1.16,16.0,7.5
https://www.premierleague.com/match/46699,0,1.08,26.0,11.0
https://www.premierleague.com/match/46680,0,4.5,1.85,3.5
https://www.premierleague.com/match/46910,2,2.3,3.2,3.3
https://www.premierleague.com/match/46822,0,1.95,4.0,3.4
https://www.premierleague.com/match/46971,1,2.2,3.5,3.25
https://www.premierleague.com/match/46742,0,2.1,3.5,3.4
https://www.premierleague.com/match/46617,2,2.55,2.87,3.25
https://www.premierleague.com/match/46928,0,1.33,8.5,5.5
https://www.premierleague.com/match/46624,2,3.3,2.25,3.3
https://www.premierleague.com/match/46980,1,3.25,2.2,3.5
https://www.premierleague.com/match/46931,1,3.3,2.2,3.4
https://www.premierleague.com/match/46892,0,1.65,5.75,3.75
https://www.premierleague.com/match/46936,1,9.0,1.33,5.25
https://www.premierleague.com/match/46848,2,2.5,2.7,3.6
https://www.premierleague.com/match/46686,2,1.72,4.2,4.2
https://www.premierleague.com/match/46808,0,1.2,13.0,6.5
https://www.premierleague.com/match/46834,2,2.9,2.37,3.5
https://www.premierleague.com/match/46643,2,3.8,2.05,3.3
https://www.premierleague.com/match/46868,0,1.95,4.2,3.4
https://www.premierleague.com/match/46922,0,4.2,1.95,3.4
https://www.premierleague.com/match/46927,0,1.66,5.75,3.6
https://www.premierleague.com/match/46755,1,4.33,1.8,3.8
https://www.premierleague.com/match/46710,2,2.7,2.6,3.4
https://www.premierleague.com/match/46795,1,2.87,2.3,3.75
https://www.premierleague.com/match/46653,2,3.6,2.0,3.6
https://www.premierleague.com/match/46717,0,2.0,3.5,3.75
https://www.premierleague.com/match/46692,0,3.9,1.9,3.75
https://www.premierleague.com/match/46871,0,1.6,6.0,3.9
https://www.premierleague.com/match/46824,2,1.44,7.5,4.5
https://www.premierleague.com/match/46828,0,1.36,8.0,5.25
https://www.premierleague.com/match/46715,0,2.25,3.1,3.5
https://www.premierleague.com/match/46872,2,1.95,4.2,3.4
https://www.premierleague.com/match/46953,0,1.8,4.5,3.6
https://www.premierleague.com/match/46616,1,2.3,3.1,3.4
https://www.premierleague.com/match/46786,2,3.5,1.95,3.9
https://www.premierleague.com/match/46744,2,1.9,4.2,3.5
https://www.premierleague.com/match/46720,0,2.55,2.8,3.25
https://www.premierleague.com/match/46711,0,1.07,23.0,13.0
https://www.premierleague.com/match/46668,0,1.9,3.75,3.75
https://www.premierleague.com/match/46777,1,2.2,3.5,3.25
https://www.premierleague.com/match/46890,0,1.22,13.0,6.5
https://www.premierleague.com/match/46767,1,1.25,12.0,6.0
https://www.premierleague.com/match/46874,0,1.5,7.0,4.2
https://www.premierleague.com/match/46660,0,2.87,2.37,3.5
https://www.premierleague.com/match/46907,2,1.6,5.75,4.0
https://www.premierleague.com/match/46961,0,1.14,17.0,8.5
https://www.premierleague.com/match/46881,0,4.33,1.72,4.1
https://www.premierleague.com/match/46647,2,2.15,3.5,3.3
https://www.premierleague.com/match/46745,1,1.57,5.5,4.33
https://www.premierleague.com/match/46875,2,3.2,2.25,3.4
